DDO Code,DDO Name
001,001-BLOCK DEV.OFFICER DRANG
002,002-BLOCK DEV.OFFICER CHAUNTRA
003,003-CIVIL JUDGE (JR DIVISION) JOGINDERNAGAR
004,004-AYURVEDIC PH.I/C I.R. JOGINDERNAGAR
005,005-SUB POST MASTER JOGINDERNAGAR
007,007-S.D.O.(CIVIL) JOGINDERNAGAR
008,008-MANAGER AYU.PHARMACY JOGINDERNAGAR
009,009-E.O. N.A.C. JOGINDERNAGAR
010,010-E.O. PANCHAYAT SMITI CHAUNTRA
012,012-A.P.P. JOGINDERNAGAR
013,013-S.M.O JOGINDERNAGAR
015,015-DY.DIR. R.T.I. JOGINDERNAGAR
017,017-A.E. DEVELOPMENT JOGINDERNAGAR
019,019-C.D.P.O. CHAUNTRA
020,020-SUB.DIV.AYUR.CHIKIT.ADIKA. JOGINDERNAGAR
021,021-AE PWD SUB DIV II JOGINDERNAGAR
022,022-AE PWD NH SUB DIV GUMMA
023,023-AE PWD MECH SUB DIV JOGINDERNAGAR
024,024-AE IPH SUB DIV JOGINDERNAGAR
200,200-BEEO CHAUNTRA
201,201-BEEO DRANG-I
202,202-GSSS LANGNA
203,203-PR GSSS MAKRARI
204,204-GSSS AHJOO
205,205-PR GSSS DRUBBAL
206,206-PR SSS GUMMA
207,207-PR SSS MATROO
208,208-GSSS PASHAKOT BAROT
209,209-GSSS BHARAROO
210,210-GSSS NAUHALI
211,211-GSSS (GIRLS) JOGINDERNAGAR
212,212-GSSS (B) JOGINDERNAGAR
213,213-PR SSS CHAUNTRA
216,216-PR GOVT DEGREE COLLEGE JOGINDERNAGAR
217,217-PR SSS BIHUN
218,218-PR GSSS TIKRU
219,219-PR SSSS SAINTHAL
220,220-PR SSS NIMELRI
221,221-PR SSS BASSI
245,245-GSSS JHATINGARI
247,247-PR SSS KUTHEHRA
248,248-GHS ALIPABO
249,249-GSSS DOHAG
250,250-PRINCIPAL GSSS DRAHAL
251,251-PRINCIPAL GSSS ROPRI KALEHARU
252,252-HM GHS GALU
253,253-GSSS HARABAG
254,254-HM GHS MANARU
255,255-HM GHS MAJHARNU
256,256-GSSS KHUDHAR
257,257-HM GHS SANGNEHRA
258,258-PRINCIPAL ITI JOGINDER NAGAR
259,259-PRINCIPAL GSSS LAPAS
260,260-PRINCIPAL GSSS KUTGARH
500,500-DISTRICT TREASURY OFFICER MANDI
505,505-CHIEF MEDICAL OFFICER
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
515,515-ASSTT.REGISTRAR COOP. SOC. MANDI
518,518-TEHSILDAR ELECTION MANDI
524,524-DISTRICT HORTICULTURE OFFICER MANDI
525,525-DEPUTY DIRECTOR AGRICULTURE
529,529-DISTT.FOOD & SUPPLY CONTROLLER MANDI
530,530-DISTRICT PLANNING OFFICER
534,534-MINING OFFICER MANDI
537,537-TEHSILDAR JOGINDERNAGAR
538,538-LABOUR OFFICER MANDI
605,"605-E.E. PWD N.H.DV.,JOGINDERNAGAR"
615,"615-E.E. PWD N.H.DIVISION,SOLAN"
618,618-E.E.PWD.SHIMLA.DIV.III
662,662-E.E. PWD MECH.DIVISION KULLU
684,684-EE CIVIL DIV.(B&R) DIV. JOGINDERNAGAR
692,692-S.E. HPPWD CIRCLE JOGINDERNAGAR
704,704-IPH DIVISION PADDER
818,818-FOREST DIVISION JOGINDERNAGAR
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
