DDO Code,DDO Name
001,001-B.D.O. BANGANA
002,002-BLOCK MEDICAL OFFICER THANAKALAN
003,003-C.D.P.O. DHUNDLA
005,005-SUB POST MASTER BANGANA
006,006-ASSTT ENG. DEV. BANGANA.
009,009-AE PWD SUB DIV BANGANA
010,010-AE IPH SUB DIV BANGANA
011,011-AE PWD SUB DIV JOLE
012,012-S.D.O. (CIVIL) BANGANA
026,026-NA
050,050-DEPUTY DIR.HORTICULTURE UNA
200,200-BEEO BANGANA
201,201-GSSS LATHIANI
202,202-GSSS DHUNDLA
203,203-GSSS HATLI
204,204-PR.GSSS TAKOLI
205,205-GSSS CHOWKIMANIAR
206,206-GSSS ARLOO
207,207-GSSS THANAKALAN
208,208-GSSS MANDLI
209,209-GSSS RAIPUR MAIDAN
210,210-GSSS BOUL
211,211-GSSS TALMERA
212,212-GSSS SAROH
213,213-GSSS PIPPLO
214,214-GSSS BUDHAN
215,215-PR GSSS AMBEHRA
216,216-GHS BUDHWAR
217,217-PRINCIPAL G C BANGANA
218,218-PRINCIPAL GSSS DHANET
219,219-PRINCIPAL GSSS JATEHRI
220,220-GSSS TALAI
221,221-PRINCIPAL GSSS PAROIAN
222,222-HM GHS CHURDI
223,223-GSSS BANGANA
224,224-Pr. GSSS SANHAL
225,225-PRINCIPAL GSSS CHARARA
226,226-GHS BHIAMBI
227,227-PRINCIPAL ITI BANGANA
228,"228-GOVT DEGREE COLLEGE CHOWKI MANIAR,"
229,229-PRINCIPAL GSSS BALH
500,500-DISTRICT TREASURY OFFICER UNA
505,505-CHIEF MEDICAL OFFICER UNA
506,506-DISTRICT REVENUE OFFICER UNA
507,507-DISTRICT AND SESSION JUDGE
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-SUPERINTENDENT OF POLICE
525,525-DY.DIRECTOR OF AGRI.
529,529-DISTT.FOOD & SUPPLY CONTROLLER 
618,"618-E.E. PWD DIVISION-III,SHIMLA"
661,661-E.E. PWD MECH.DIV. BILASPUR
681,681-E.E.H.P.P.W.D. DIV. BANGANA
733,733-IPH DIVISION NO-II UNA
808,808-FOREST DIVISION UNA
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER ( P & S )     
953,953-DIRECTOR (FISHRIES)
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
