DDO Code,DDO Name
001,001-SUBJECT MATTER SPECIALIST HORTICULTURE RAJGARH
003,003-CIVIL JUDGE (JR DIVISION) RAJGARH
004,004-ASSTT SOIL CON. OFF RAJGARH
006,006-S.D.O.(CIVIL) RAJGARH
008,008-SUB POSTMASTER  RAJGARH
009,009-B.D.O RAJGARH
010,010-ASSTT PUB. PROCECUTR RAJGARH
012,012-C.D.P.O. RAJGURH
013,"013-MANAGER cum CHEMIST (FCU), RAJGARH"
014,014-S.D.AYUR.M.O RAJGARH
015,015-AE PWD SUB DIV RAJGARH
016,016-AE PWD SUB DIV HABBAN
017,017-AE IPH SUB DIV RAJGARH
201,201-GSSS FAGOO
203,203-GSSS CHAMBIDHAR
204,204-GSSS SHARGOAN
205,205-GSSS SANIO DEEDAG
208,208-PR GSSS RAJGARH
209,209-PR GSSS SANORA
210,210-GSSS DHARAMPUR
211,211-BEEO RAJGARH
213,213-GSSS DEOTHI MAJHJAOL
215,215-GSSS BHANOG
216,216-GSSS JADUL TAPROLI
217,217-GSSS BHAROLI
218,218-HM GHS HABBAN
219,219-GSSS DAHAN
220,220-PR GOVT COLLEGE RAJGARH
221,221-HM GHS BHUIRA
222,222-GSSS PABIANA
223,223-GHS CHHOGTALI
224,224-GHS KOTLA BAROG
225,225-PRINCIPAL ITI RAJGARH
226,226-GSSS Mandiaghat
227,227-PRINCIPAL GSSS KOTLA BANGI
228,228-PRINCIPAL GSSS SHAWGA
229,229-PRINCIPAL GOVT DEGREE COLLEGE PAJHOTA AT PHATTI PATEL
500,500-DISTRICT TREASURY OFFICER NAHAN
501,501-DEPUTY COMMISSIONER SIRMOUR 
505,505-CHIEF MEDICAL OFFICER NAHAN
506,506-DISTRICT REVENUE OFFICER NAHAN
509,509-DEPUTY COMMISSIONER STATE TAXES AND EXCISE
510,510-S.P. NAHAN
525,525-D.D.A. NAHAN
529,529-DISTT.FOOD & SUPPLY CONTROLLER
534,534-MINING OFFICER NAHAN
537,537-TEHSILDAR RAJGARH
538,538-LABOUR OFFICER NAHAN
657,657-E.E.P.W.D.RAJGARH
660,"660-E.E. PWD MECH.DIVISION,SHIMLA"
767,767-E.E.I.P.H.NOHRA
823,823-D.F.O.RAJGARH
824,824-D.F.O.RENUKAJI
945,945-DFO WP RAJGARH
950,950-CHIEF ELECTRICAL INSPECTOR
952,952-CONTROLLER PRINTING AND STATIONARY
959,959-NUR INSPECTOR AND CERTIFICATION OFFICER
960,960-SR PLANT PROT. OFFICER SHIMLA
970,970-DIRECTOR COMPOSITE TESTING LAB KANDAGHAT
